total_mass mass_ratio luminosity_distance inclination spin1_magnitude spin2_magnitude declination phase right_ascension polarization spin1_x spin1_y spin1_z spin2_x spin2_y spin2_z geocenter_time theta_jn phi_jl tilt1 tilt2 phi12 ln_posterior ln_prior ln_likelihood network_optimal_SNR network_matched_filter_SNR H1_optimal_SNR L1_optimal_SNR V1_optimal_SNR H1_matched_filter_SNR L1_matched_filter_SNR V1_matched_filter_SNR
66.78741139083948 0.5342286306173147 4461.031748078151 0.814628381897994 0.9417073692902774 0.3580707046106997 -1.1448041806409364 2.6035391855803636 4.00147381964141 2.1399814516272264 0.8164000714855878 0.3468496936882083 0.31622615742904364 -0.2079695472391706 -0.28632736367013306 -0.05458880595184991 1265235995.9218113 0.7988741370906064 0.10266559392131823 1.2283409804836056 1.7238457242080272 3.6824605874362035 -6156.203935321108 -5.542137254293098 -6150.661798066814 4.874458636879366 6.147718546042846 3.3366268879462377 3.290268141151249 1.3421637651967637 4.367097507117076 4.284881647574501 0.6022391144472526
148.61261023989243 0.12537969012554478 2814.708472967511 0.6557010424179612 0.7794242435357245 0.5509068522331457 0.9673041498050434 0.1981571964415318 0.3719197805567882 -0.18860027849558364 -0.0869283113285639 -0.4193492420952543 0.6512233359262676 0.3212738569762981 -0.172044890813826 -0.41313681051906387 1265235995.947711 1.0400922466669382 1.5754189374730567 0.581720658493727 2.418739506629226 1.2835455028150695 -6143.078542184736 -0.7208815652906657 -6142.357660619446 7.562950763085806 7.287162328519691 5.125749612360945 5.351733748350648 1.5112448653366932 5.671919345347353 4.441863666345552 1.0963178880553932
65.9788681094648 0.6352744138767105 3636.3252242385515 0.8229897349006166 0.6819475985310071 0.6525538766969746 -0.3575992524595626 -0.325897167498771 3.0997539679434323 -2.533496436429916 0.5458230593935524 0.19942924256053518 0.3568720949979156 0.5859451318024099 -0.039504684683699616 -0.28448944514225527 1265235995.9186542 0.8825784109338489 2.8081619936719573 1.0200620518965893 2.021904537933664 5.865562389786107 -6147.596872821188 0.17857756690877014 -6147.775450388097 5.155623019994766 6.6871892498376635 3.342349762668594 3.8495240593276625 0.7683171903235136 4.469407515617284 4.962180133142038 -0.345926074094766
160.11514851998388 0.13502813849156703 5874.649180216312 2.793645860688219 0.9253881242335635 0.9147542465866025 0.11776645386884627 -0.4707069830969427 5.976386495197321 2.8104583059907404 0.2583629825595534 -0.4221110682318158 0.7819296616650633 0.5559525846107418 0.19038063967915544 0.7010330001848804 1265235995.942845 3.0923269422980173 3.9532816386425136 0.5642782480851642 0.6976373436252613 1.3514709697897918 -6154.589909171051 -8.711172450759882 -6145.878736720291 5.987893898741433 7.066543688702044 3.8534280327090022 4.323401207772738 1.5212388819467282 5.512290304253848 4.421501723699714 -0.03190318611313984
184.9799991643203 0.1595601873104429 8132.860457026342 0.6057342470581779 0.939367477952281 0.407704006363774 0.5641396360704545 1.7005250682146378 0.23149151880873609 0.041539460131575785 0.3670473189801508 -0.4017858471030009 0.7656733359152822 0.29474072855492567 0.25591275871087127 0.11772476232711325 1265235995.9401073 0.3776939833555431 3.3705633055018356 0.6179038997900694 1.2778747692912498 1.5455530446087113 -6144.10492314536 0.3502585638961766 -6144.455181709256 6.3598730047420435 7.029696927901998 4.028213970192242 4.818323494438319 1.0026143574367739 5.04457095315407 4.538215798112437 1.836719947763332
143.09195368384815 0.6097897442958825 3660.899921412046 1.110502607423042 0.6949657987726561 0.5055705403168947 -0.13701195313511186 0.43974082178690116 5.874644871238349 1.8617196586427776 0.3158140857381946 0.05816204258153118 0.6163246721621717 -0.033781372570258456 -0.39822442463945473 -0.30964124034786056 1265235995.9319346 1.095669974109935 3.2312844986009384 0.480331636279244 2.2299638954289662 4.445636890975365 -6156.031685992598 -0.9155548591314875 -6155.116131133466 5.751339290773742 5.248739011295059 3.618065010321308 3.804581417755103 2.3479074629037333 3.9349821139212486 2.751097210603301 2.1205284977149517
174.84292466040648 0.12067782324490338 4092.631774998498 2.835317673113866 0.9587836757741424 0.07086745673456069 0.780115947624376 -1.8910860286144282 0.3714979869061037 -1.1804197715321734 -0.7353913070507145 0.13129226135046118 0.601022549123325 -0.06386825297043418 -0.03069489088864317 0.000930784542065292 1265235995.9492164 2.215167149926407 4.531877163480898 0.8932805918634033 1.5576617887707387 0.6246775366210695 -6150.464014345276 -9.211455160468471 -6141.252559184808 6.89330888677525 7.426421314145297 4.570713067873535 5.0014732840068366 1.2694701449938108 5.592088867476464 4.701642160527419 1.3322299455380888
84.92254654872528 0.38356432743762275 5607.9812076462895 0.4764488302235093 0.9403572127757782 0.3390370559784461 0.49602788187822927 -2.0125914120011696 0.16599749356080507 -2.368009723525278 0.20128064569920076 0.6917198269619179 0.6043852002441137 0.09303231888098902 0.29401014499150674 -0.1408870029925796 1265235995.9585912 0.7587016340680082 2.0925221164151897 0.8727545293466522 1.9993442280353793 6.259894659421253 -6149.495728166758 -3.43600257187581 -6146.059725594882 5.916420584696569 6.729972569380709 3.8841836752218346 4.379936735866265 0.8563316541916818 4.616211073439776 4.705530833505427 1.3568734963136717
179.94953351356082 0.13851480787111772 5674.595934607183 3.0311895783609537 0.9550636461115973 0.7680163894586105 0.6965698502178391 -1.7373866251923655 0.34674023878332383 -2.7955994549656813 0.15532498023154237 -0.47808743368236745 0.8120671920445114 -0.29994369344533356 0.7045483531504849 0.05911491615786597 1265235995.9411445 2.7712639703096222 5.018379471509271 0.554287880126144 1.4937492163520998 3.2299462331288935 -6145.736119915021 -7.183372417969576 -6138.552747497051 8.141912021191352 7.87303164779243 5.176138347518409 6.129596555100432 1.3879370446351529 5.823733189742907 4.8567888047068255 2.116686459611465
86.90807038687782 0.6926418150105973 3605.0991696256106 1.7208762421731765 0.09374183694624025 0.8576508170194392 0.027547388252875865 -2.3603575452154413 6.029856773318224 2.4034442982943034 -0.06650385018200905 0.014608291879908895 0.06443110827368853 -0.46770802332749156 -0.553045066140999 0.4592986867674459 1265235995.9464154 1.5903379343477537 4.635056277143999 0.8129965166592672 1.0056598218639137 1.0850330285808027 -6156.3404097791135 -2.6400794313482705 -6153.700330347765 4.023939318803955 5.648576601512058 2.688984895466321 2.7571367881192765 1.1660379946510027 3.988238026231511 3.5387662881033766 1.864807825877387
73.95105156364083 0.4665383297543168 2911.38468491917 2.2783369608190225 0.5618416071183692 0.2027896828414214 0.7631948043457266 -1.3986442517000244 0.34797780637652576 -1.1112529924215027 -0.15525084984942986 -0.12095344272261911 0.5262446482425525 -0.10631591358311239 0.11063721467948531 0.13258954979136908 1265235995.9584358 2.211146322550263 5.341276205308352 0.35787766593798315 0.8581638412815097 4.816015155867186 -6143.049767706224 0.039880962719198276 -6143.0896486689435 8.06583301639978 7.163284038860838 5.318154019600499 5.906715800551125 1.3731746151788267 4.97900136296438 4.983947208830314 1.2970943946335654
