total_mass mass_ratio luminosity_distance inclination spin1_magnitude spin2_magnitude declination phase right_ascension polarization spin1_x spin1_y spin1_z spin2_x spin2_y spin2_z geocenter_time theta_jn phi_jl tilt1 tilt2 phi12 ln_posterior ln_prior ln_likelihood network_optimal_SNR network_matched_filter_SNR H1_optimal_SNR L1_optimal_SNR H1_matched_filter_SNR L1_matched_filter_SNR
73.83821587695753 0.9152939283416438 413.6485186521061 2.840953249261494 0.08065204938247385 0.4648863975010638 -1.1092460267607367 0.4594323742600911 1.0340320651348 0.8342468662170122 0.026487472646960348 0.055363523203254834 -0.05232635245162986 -0.0627871538456056 -0.39337252281397006 0.23965640861128246 1126259462.4155073 2.907612237336073 2.0434966141837565 2.2767913839470544 1.029186520219138 3.4295570355028056 -2471.914828163226 -14.400615473318592 -2457.5142126899073 24.95363529884283 24.21642624027309 19.87753360639259 15.085342964427031 19.56861614407629 14.265502516784464
73.96879137707549 0.9982262683674632 438.4980752745354 3.0176019474781626 0.2639145381027558 0.1594169875260036 -1.1089497835971267 -3.08222601899185 1.097021883127907 0.05795033098687905 -0.2106984792717197 -0.15663311799382762 -0.02689052997074079 -0.11750821851489879 -0.006930659425563829 0.10750609495860053 1126259462.4147274 2.9551752038974937 4.095665944054332 1.672864509599089 0.8306846419751982 5.702833960910866 -2477.3274067121456 -15.27951455257532 -2462.0478921595704 24.79953451705534 24.0292346033788 19.764220972779636 14.979735698661598 19.421099201162 14.150089096639705
74.69318694273976 0.8093068232353414 372.3018706872003 2.2592087474531204 0.6555055390719097 0.30700587877007424 -1.2710469943410052 2.1316187168725773 1.7161357490510043 1.891759566338197 0.2753387955041653 0.5945733326460817 -0.01893704175425067 0.1955535357136949 -0.07799819307511602 0.22344508530347026 1126259462.4105597 2.227576482417244 6.046723134037482 1.5996895637183581 0.7556583625485352 4.76655011769852 -2472.504698054285 -14.694847770738768 -2457.8098502835464 25.984364061861832 24.253278120259864 21.415250581030698 14.716460792291093 19.774742894520664 14.042116757607465
67.54904753025788 0.9451985484634081 561.6758064970578 2.9138816055213406 0.08873369307582131 0.41688125583930313 -1.0419130772038478 -0.6927250138476583 2.618842697494345 2.09095281097569 0.0035107405425581373 0.06691126512145032 0.058174097221735055 0.10623970591162098 0.21641928687921214 -0.34009674891809843 1126259462.4059784 2.867403608412627 3.9013935636330053 0.8558150932856131 2.5249282821424064 5.879266641384001 -2471.2748965109354 -9.580715654074725 -2461.694180856861 24.547504120548957 24.081492043245014 20.84991506698821 12.956118255393706 19.604201804937958 13.985475702318466
65.09031512843708 0.943619223517489 366.4858744957847 2.5829334477920782 0.21737426558911457 0.7363714595116143 -1.2562499131446334 1.6072203503062477 1.4464065988132935 -0.9795130793777254 -0.20633861756646277 -0.06620890357807796 -0.017097582523758027 -0.4312618451466778 -0.03899480701203076 -0.5955968034921296 1126259462.4114912 2.7562756540511146 1.8630664144050808 1.6495326992978965 2.5129502295760506 6.062863882146381 -2469.663625871949 -9.742337382329065 -2459.92128848962 25.256766492794476 24.127848787922467 20.567045741708434 14.659498051775811 19.734778060709743 13.881340786371501
69.47841629652314 0.9921939695541346 405.572321221924 2.5496522286501575 0.12845166177994594 0.3350939535708349 -1.2093515694763601 -2.0876145580980787 1.2785854765890767 -1.3712259195351486 0.0922245173698739 -0.05658769733347482 -0.06922644234986006 0.20591224183497095 -0.2552252690075745 -0.06890695496276521 1126259462.4125848 2.5677748924061166 0.08206731717731397 2.1399625558286117 1.7779085819736036 5.9416037673450495 -2463.7032692763482 -9.699746362573295 -2454.0035229137748 23.851798502226437 24.35067974873221 19.313321062790923 13.996568197825058 19.80588560963371 14.16624507212202
70.77471837078998 0.948452019912197 547.9618270672894 2.7008657682366977 0.17547602186478933 0.16716720988945644 -1.1929243079855794 -2.598142869503211 2.3710947219160166 -0.07803369651080465 0.03971408185513517 -0.0556678908634447 -0.16160356394186132 -0.0544889199486206 -0.09512920550565777 0.1261993182426939 1126259462.4072921 2.667072372825259 5.156022469527294 2.7412919540889686 0.7152509916974651 5.143344578858736 -2464.3843587380843 -9.422034712625555 -2454.9623240254587 24.24357167497848 24.332207094909222 20.269123203770278 13.300880125397722 19.69918010294734 14.2828080355788
72.46457827860924 0.9952176878894363 578.4961645386292 2.73571071403956 0.4159808208385641 0.2863640551000964 -1.193335753263309 -1.391903313147376 2.2473165446880645 -2.1904218424592923 0.15710042577474362 -0.3137805332809489 -0.22338593613037303 0.10250966125199813 -0.058415159712326956 0.26092874605752997 1126259462.408079 2.8065249377438084 0.559040967423038 2.1376852010376606 0.42466110093100545 0.5886575291324159 -2469.6197784853657 -13.955848245614074 -2455.6639302397516 24.059037050372126 24.29888250445716 20.097626097757548 13.225834152366852 19.724145692352412 14.191327199112497
71.61351113917414 0.730010042467695 424.701895229834 2.5026734868219744 0.3733148585149818 0.10144087259735905 -1.3110091886050808 -1.6392204261284036 1.6114099786464053 -1.5395392010358648 0.3673730664801617 -0.06630828118692744 0.0020555921431347954 -0.06636926529255009 -0.0338283644749647 -0.06885501444912842 1126259462.409868 2.6140301795813277 1.1923832898807492 1.5652899760996526 2.316882624395976 3.7915399806016565 -2471.7411644901667 -12.542275545086067 -2459.198888945081 25.64337778153343 24.176549482965303 21.008169864356777 14.705088336925224 19.67586050117971 14.048703087487683
71.41620193757412 0.8130551357902281 378.14549469550394 2.5242484519741057 0.03065937209199385 0.14611862964651573 -1.1373771068136833 0.8639886190308453 1.0452743353829193 -1.5111348398704925 -0.0015512682491381955 0.028583406549381313 0.010980871273598121 -0.07965196435559503 -0.12247410770148627 -0.0025122593009853284 1126259462.414653 2.5473342080880523 1.634335459543055 1.204503042783225 1.5879904593840624 2.510747653046268 -2467.429454095109 -10.502398008653044 -2456.927056086456 22.351002479737875 24.30705506093708 17.87105163997375 13.423592109813239 19.687151529630682 14.256542020587853
