total_mass mass_ratio luminosity_distance inclination spin1_magnitude spin2_magnitude declination phase right_ascension polarization spin1_x spin1_y spin1_z spin2_x spin2_y spin2_z geocenter_time theta_jn phi_jl tilt1 tilt2 phi12 ln_posterior ln_prior ln_likelihood network_optimal_SNR network_matched_filter_SNR H1_optimal_SNR L1_optimal_SNR H1_matched_filter_SNR L1_matched_filter_SNR
69.55434042371323 0.7128606330565169 516.1120801371324 2.7899306780608835 0.22365839990382225 0.9312052798247187 -1.0439781259951764 0.10794352337044337 2.5474097712303774 2.5544279907898653 -0.21214452210816132 -0.039556814930250775 -0.058762572949215046 -0.2274902553220053 0.8697874881415982 -0.24261323619969816 1126259462.4060383 2.637930257761599 5.244883344151402 1.8366505571290273 1.8343744817657983 4.7838608158737195 -2059.285063202045 -13.229965508618644 -2046.0550976934264 23.919829848881488 24.23687798707998 20.392108055937207 12.502807246151665 19.737631202137724 14.065993355927674
69.85325510043988 0.8465017086843514 430.4949939808715 2.695003109163092 0.548723306657785 0.11517450183042363 -1.1964675587996816 -1.984067924409336 1.2857159688940096 1.5301270143858896 0.4908307028655597 0.16302728603066774 -0.18331555417756876 0.11381836545257469 0.01729990745344197 0.003355407530054885 1126259462.412752 2.8767252478294747 1.3788604497451595 1.9114215788288105 1.5416589543178847 6.113345246960948 -2054.3249711431613 -10.871043370845861 -2043.4539277723154 24.029405791103272 24.287244700307447 19.430146112890867 14.137954756796313 19.772297047718805 14.10413147235172
69.72409906265443 0.9341811668874079 355.6575917128813 2.9703095706985465 0.9104706737019392 0.5015633536897383 -1.0398124420547714 0.9501094750885523 0.9424900740205646 1.6510557321300547 0.7009587146510982 -0.5436270638556153 -0.20514225179047443 -0.4987977417219516 -0.037998805423880205 0.036368962095951175 1126259462.416942 2.921315326804404 3.8395206390347174 1.7980621594896786 1.4982214306317143 3.877278866926354 -2056.8717268269065 -13.209934497638466 -2043.661792329268 24.350613555182857 24.29692680568545 19.09877469386854 15.105932136306642 19.660031778940624 14.276687383699377
71.89059478072225 0.8732974019417354 405.80869341128454 3.017692732370607 0.247571999994819 0.1080731396032744 -1.1092046876891666 -1.605870519551723 1.0292167843606577 -1.1624123514938258 0.15433049983973623 -0.1853948508693419 0.05570225553589641 -0.08658941086401464 0.008662595908278966 -0.06408616747833787 1126259462.415165 3.0285402489147617 6.2310559480791605 1.343859278670019 2.2055620103817373 3.918466399056474 -2058.4287909321 -15.025667275064823 -2043.4031236570354 25.37124325657948 24.317582064822147 20.205748590931385 15.343653680417976 19.726095026075154 14.220617866380243
72.00446626364688 0.8154174387657623 575.3228332920278 2.8954582025309072 0.3201207768149905 0.007255223923271627 -1.259617342244591 -2.124422462059648 1.9854253508103539 0.6441150110789561 0.277777801101668 -0.15824353321959456 -0.016606900913000155 0.006834575939985491 0.0013333130107942481 0.0020369394474630677 1126259462.4087093 2.9260181366984614 0.1015865020192378 1.6226966093137252 1.2862158046768666 0.7104881743687292 -2055.621814852889 -12.226454138621676 -2043.3953607142676 23.914675071751695 24.298221746157413 19.74784295710598 13.488305391298848 19.706575395388214 14.214586389034219
69.1605494698973 0.7432695051616052 481.4550477795636 2.6669393180795855 0.7556012273501066 0.43854562894540805 -1.2740239223010712 1.3002488615145862 1.6089576694340884 -1.224754234763912 -0.5826775164227509 0.47923884409631073 -0.04183607220610551 -0.36134874031734815 0.07742034873407241 -0.23612591162361615 1126259462.4110482 2.788229121527795 0.006003434884168757 1.6261925804357176 2.139368627833193 0.4772341041871324 -2057.8561018783766 -13.402984514021473 -2044.4531173643552 23.87234992264966 24.248254255469412 19.531795578781317 13.725816999294793 19.67306122056025 14.175630379280454
72.6833300204619 0.768016694731497 437.1915902046036 2.8813023623569602 0.3819523463930094 0.38763532742658974 -1.0778030712445084 3.102832132933867 1.0753884637102091 -2.933216781905898 0.0059907314605671625 0.35480245962406676 0.14130435483878506 0.20336990889130555 -0.2745187169626007 -0.1831428438784028 1126259462.4156425 2.9375243649971026 0.7450885573437931 1.1918380693927135 2.0628781126524394 3.7960779603215435 -2056.1216344670747 -9.320836685476031 -2046.8007977815987 22.93046423962187 24.194213967297326 18.17975592035856 13.975072984452183 19.69504338629972 14.052233114602698
72.21044682012638 0.9538471121085422 558.8370422237457 2.6313382596022805 0.05828170837312825 0.04152651313506213 -1.205418095121897 1.3204818962749338 2.404489404857717 0.540908987471799 -0.01688429268748777 0.005266951631311301 0.055533209990482654 -0.01003130820744202 0.03300017872885161 -0.023126010305879473 1126259462.406892 2.6355285003787476 0.3657421031761573 0.308331780323148 2.1614420624311763 5.309868887905117 -2066.3342714300466 -19.624366756487976 -2046.7099046735586 23.86084392238753 24.16637214786871 19.89604239642178 13.171460422000482 19.681865226335706 14.022757360863157
71.39299452486513 0.9041618773747168 522.3153716700967 2.651301034877261 0.7156644833914061 0.7289151687492481 -1.1744145687883116 -1.4705349937057375 2.3752702807362294 1.042810220821866 -0.36633157376684283 0.28716387339366334 -0.5436117554532319 0.11237283148042783 -0.365619321750428 0.6204934983870284 1126259462.4072974 2.575335166305334 4.8377919344094655 2.4334791967160188 0.5524219129124407 2.5338225112854937 -2054.7448326255885 -9.213789563522742 -2045.5310430620657 23.62603839653203 24.23388643519613 19.78294322750736 12.916069354553132 19.635266012894576 14.203435512468456
72.0495218760126 0.8117209798907908 392.67097446699785 2.899846677917556 0.02303611616977661 0.3851272584205204 -1.0546806724099371 -0.7644659765106099 0.9933308179478249 3.0786381887246885 -0.014884397812639503 -0.01613629817156681 0.006981205573597261 -0.3640322224369625 -0.11917653431697355 0.04000624794088321 1126259462.4162366 2.856742053743746 5.6098542647151675 1.2628997528955612 1.4667305991233017 5.773834281293504 -2060.542053501665 -12.160850276647055 -2048.381203225018 24.52428250780293 24.103088867944226 19.324123199286444 15.100287914517667 19.550367243530644 14.097589638626202
71.53404425786786 0.935830851229446 449.2497370399705 2.5328217353345375 0.14162376590827971 0.3942295705626922 -1.2546458457659988 0.1835577831186184 2.143397950660829 2.5402975263602934 -0.03587816989047043 -0.1129887977212169 0.0774827695998774 0.0851924994543437 -0.35625321158334705 -0.14574924212261736 1126259462.4084506 2.6428610209285774 1.9007659304493416 0.9918970684096391 1.9494894672313794 0.5421941361739224 -2055.2076114768306 -7.200744050456489 -2048.006867426374 25.67302343875129 24.151682086832786 21.256794084604973 14.39627860703509 19.673517921487356 14.009155585414684
72.28114674920906 0.8243488264910266 326.73464379506817 2.421214162809026 0.23021981199194547 0.7880971440749422 -1.1845287639642976 -0.6173994779144923 1.1580875336101306 -0.37246174212518635 -0.15561154161910196 -0.07174125261432188 -0.15375110608337514 -0.6596020461090873 -0.4073787509152517 0.14165028263478702 1126259462.4133902 2.3768137133908294 5.961060893644159 2.302105744745592 1.3900771505658114 0.12128287819135952 -2052.3780885192414 -7.011238093348665 -2045.3668504258926 26.135335794781152 24.279875417212313 21.11862266915403 15.396738409931583 19.829545600447663 14.010762704261232
71.26837826770152 0.8844597260661197 478.0706313665985 2.6839079487172697 0.24629742388530892 0.01783760631302069 -1.2939006131033834 -1.135362819021189 1.5909181685058549 1.8817264801837676 0.22708927568248036 -0.0009227864172138714 -0.09535213866387157 0.007646698758271539 0.01508142950625383 0.005679672624937155 1126259462.4099317 2.7426754314196153 2.1263364408506984 1.9683264495355628 1.2467445876339434 1.1056060926473215 -2059.03870406934 -12.377683014239729 -2046.6610210551003 23.858793657332573 24.154117537877507 19.518823210430313 13.720698789170322 19.74068627024608 13.918573907312476
